user_id,user_uuid,org_name,email,first_name,last_name,summary_date,leads_added_today,leads_added_week,leads_added_month,total_leads_created,calls_made_today,emails_sent_today,meetings_scheduled_today,leads_contacted_today,tasks_completed_today,tasks_due_today,total_pending_tasks,task_completion_rate,lead_velocity_daily,engagement_score,is_active_today,daily_engagement_rank,week_number,year_month
326,2b6690ad-330c-4be0-ab3f-6484f52c9ab1,Pinnacle Enterprises,sarah.hernandez323@yahoo.com,Sarah,Hernandez,2026-05-05,0,4,4,95,0,0,1,0,1,0,4,1.0,0.5714285714285714,6,True,1552.0,19,2026-05
327,abac5584-aeba-46cf-9432-8927e2c05321,Pinnacle Enterprises,lisa.shah913@salesteam.co,Lisa,Shah,2026-05-05,3,22,79,919,13,5,1,2,2,5,5,0.2857142857142857,3.142857142857143,72,True,455.0,19,2026-05
328,56a7e383-3c22-4a29-b5d8-15571fb27421,Pinnacle Enterprises,thomas.harris358@techcorp.net,Thomas,Harris,2026-05-05,0,3,16,250,7,2,1,2,2,7,9,0.2222222222222222,0.42857142857142855,36,True,1004.0,19,2026-05
329,f285029d-0187-4c2d-9ab7-056960a85003,Pinnacle Enterprises,robert.jackson16@business.org,Robert,Jackson,2026-05-05,0,2,5,83,2,1,0,1,0,2,2,0.0,0.2857142857142857,10,True,1479.0,19,2026-05
330,cdc1d588-79db-4d62-8560-3e5a5078ebd8,Pinnacle Enterprises,charlotte.carter396@startup.ai,Charlotte,Carter,2026-05-05,3,3,10,53,8,2,1,6,3,1,1,0.75,0.42857142857142855,60,True,628.0,19,2026-05
331,f3e17c99-8e4d-4e11-992c-e4f435b976da,Pinnacle Enterprises,rahul.gupta478@startup.ai,Rahul,Gupta,2026-05-05,4,6,6,1093,1,12,1,6,1,0,24,1.0,0.8571428571428571,61,True,607.0,19,2026-05
332,a66ff498-50c1-4505-a8d7-6bdcda4fe63e,Pinnacle Enterprises,patricia.moore850@yahoo.com,Patricia,Moore,2026-05-05,1,1,3,55,2,1,0,2,0,3,5,0.0,0.14285714285714285,16,True,1369.0,19,2026-05
333,ce9ae94f-18f4-4063-abb1-f2a4ad468b4b,Pinnacle Enterprises,robert.smith157@crm.app,Robert,Smith,2026-05-05,1,7,46,511,13,2,0,5,7,3,7,0.7,1.0,64,True,569.0,19,2026-05
334,b6b0f39e-4bd3-48ae-9994-d9a5455c5387,Pinnacle Enterprises,ethan.jackson297@yahoo.com,Ethan,Jackson,2026-05-05,9,9,15,587,14,1,2,4,8,5,25,0.6153846153846154,1.2857142857142858,106,True,136.0,19,2026-05
335,91f8720f-8646-414c-aad8-f7fce6db2fb8,Pinnacle Enterprises,liam.wilson358@salesteam.co,Liam,Wilson,2026-05-05,5,8,9,54,7,6,1,9,1,4,7,0.2,1.1428571428571428,77,True,388.0,19,2026-05
336,14da6804-2306-4519-82d3-68718274a54a,Pinnacle Enterprises,oliver.patel603@crm.app,Oliver,Patel,2026-05-05,1,3,13,519,6,6,1,1,2,3,3,0.4,0.42857142857142855,43,True,871.0,19,2026-05
337,135102b3-795c-49e8-ad70-f51e1ed01c1a,Pinnacle Enterprises,lucas.carter861@gmail.com,Lucas,Carter,2026-05-05,3,11,54,385,2,0,0,0,2,0,0,1.0,1.5714285714285714,20,True,1297.0,19,2026-05
338,2696cc8d-c65d-4cd8-93c1-3788f94fae10,Pinnacle Enterprises,charlotte.evans541@business.org,Charlotte,Evans,2026-05-05,2,3,17,64,0,0,1,0,1,2,2,0.3333333333333333,0.42857142857142855,14,True,1403.0,19,2026-05
339,79d6040d-ecfc-451e-a806-7f1f87433ae9,Pinnacle Enterprises,vikram.kumar70@outlook.com,Vikram,Kumar,2026-05-05,4,11,63,63,6,10,0,4,3,0,10,1.0,1.5714285714285714,65,True,556.0,19,2026-05
340,a3e2b8f7-40c5-49c3-a697-dcb4529e20bc,Pinnacle Enterprises,olivia.jones825@crm.app,Olivia,Jones,2026-05-05,10,15,42,1366,11,13,3,9,3,0,51,1.0,2.142857142857143,135,True,37.0,19,2026-05
341,e3ec659b-e0e4-4c97-807e-1014960a6c9f,Pinnacle Enterprises,noah.baker881@startup.ai,Noah,Baker,2026-05-05,0,10,42,1056,7,3,0,9,6,0,0,1.0,1.4285714285714286,51,True,754.0,19,2026-05
342,b2cc298a-0cb4-4d6b-b4b5-c98e69869d74,Pinnacle Enterprises,james.thomas833@gmail.com,James,Thomas,2026-05-05,0,3,9,65,3,2,1,1,1,3,3,0.25,0.42857142857142855,21,True,1276.0,19,2026-05
343,70a06c4e-6827-452b-8a40-f93b4ef72f99,Pinnacle Enterprises,arun.hill555@salesteam.co,Arun,Hill,2026-05-05,1,1,14,130,0,0,1,0,1,0,2,1.0,0.14285714285714285,10,True,1479.0,19,2026-05
344,9ffa4fa1-9c32-4ad6-a858-11676a5e98d2,Pinnacle Enterprises,sophia.nair508@gmail.com,Sophia,Nair,2026-05-05,4,7,38,529,18,3,0,10,1,0,21,1.0,1.0,97,True,195.0,19,2026-05
345,751ea07a-1c67-4191-9dd5-2cb42e2083cf,Pinnacle Enterprises,ava.nair976@enterprise.com,Ava,Nair,2026-05-05,7,7,68,552,8,5,2,10,2,4,11,0.3333333333333333,1.0,94,True,223.0,19,2026-05
346,707834d0-a187-4c4a-a157-668f21cedd8e,Pinnacle Enterprises,arjun.joshi18@business.org,Arjun,Joshi,2026-05-05,1,1,5,5,1,1,0,0,0,1,2,0.0,0.14285714285714285,9,True,1498.0,19,2026-05
347,5405306b-ecfd-416e-bafd-b34c5428d8f7,Pinnacle Enterprises,susan.harris519@business.org,Susan,Harris,2026-05-05,1,5,12,111,8,7,0,2,0,6,7,0.0,0.7142857142857143,46,True,831.0,19,2026-05
348,97647d24-a239-43dc-b58f-014ca1e8dc09,Pinnacle Enterprises,mia.gupta897@enterprise.com,Mia,Gupta,2026-05-05,0,0,15,94,4,2,0,3,2,3,13,0.4,0.0,24,True,1222.0,19,2026-05
349,e7c58f58-f86a-43c1-b302-2521592f69ae,Pinnacle Enterprises,liam.zhang646@salesteam.co,Liam,Zhang,2026-05-05,3,3,36,267,14,5,0,7,5,1,16,0.8333333333333334,0.42857142857142855,83,True,326.0,19,2026-05
350,21949606-2660-44a3-bb31-6c5c425adf2b,Pinnacle Enterprises,mia.chen620@company.io,Mia,Chen,2026-05-05,1,7,26,219,9,7,2,6,0,6,9,0.0,1.0,67,True,517.0,19,2026-05
351,d208f607-1c15-4822-9254-73dd82ad76df,Pinnacle Enterprises,oliver.hernandez75@outlook.com,Oliver,Hernandez,2026-05-05,2,6,37,354,7,6,2,7,5,2,17,0.7142857142857143,0.8571428571428571,70,True,480.0,19,2026-05
352,adca5f2d-f378-4672-8fc6-bc428b2381c6,Pinnacle Enterprises,isabella.park86@outlook.com,Isabella,Park,2026-05-05,4,4,30,525,18,13,2,20,6,3,5,0.6666666666666666,0.5714285714285714,152,True,10.0,19,2026-05
353,c91f26e4-0af2-4355-9a7d-800d82f638b0,Pinnacle Enterprises,emma.moore589@crm.app,Emma,Moore,2026-05-05,4,4,7,183,2,0,0,2,1,5,9,0.16666666666666666,0.5714285714285714,27,True,1177.0,19,2026-05
354,e57c5c39-34e1-4824-a14d-50a7c063bb6e,Pinnacle Enterprises,charles.zhang437@business.org,Charles,Zhang,2026-05-05,2,3,12,50,2,8,1,4,0,5,8,0.0,0.42857142857142855,43,True,871.0,19,2026-05
355,0b32ed5d-cf18-4015-9b46-757f14455928,Pinnacle Enterprises,meena.miller955@salesteam.co,Meena,Miller,2026-05-05,1,1,6,578,0,3,0,3,3,4,14,0.42857142857142855,0.14285714285714285,19,True,1320.0,19,2026-05
356,88f397e9-65f3-46eb-9bf1-4a7dd5977e05,Pinnacle Enterprises,elijah.adams241@techcorp.net,Elijah,Adams,2026-05-05,6,8,10,488,4,6,1,5,2,1,8,0.6666666666666666,1.1428571428571428,65,True,556.0,19,2026-05
357,27dff81d-3860-4a24-84b1-3b16b46a1e33,Pinnacle Enterprises,oliver.reddy722@outlook.com,Oliver,Reddy,2026-05-05,7,16,19,428,13,6,2,1,7,4,10,0.6363636363636364,2.2857142857142856,98,True,184.0,19,2026-05
358,26b0f16c-3f70-4665-a6ca-adb589edd50a,Pinnacle Enterprises,suresh.anderson587@outlook.com,Suresh,Anderson,2026-05-05,4,4,34,115,3,4,0,5,0,0,5,0.0,0.5714285714285714,43,True,871.0,19,2026-05
359,35a16e19-5267-48d0-a37f-d774c8ac0d97,Pinnacle Enterprises,emma.miller514@startup.ai,Emma,Miller,2026-05-05,6,16,54,197,0,0,1,0,5,4,42,0.5555555555555556,2.2857142857142856,34,True,1044.0,19,2026-05
360,51525fdb-9e5c-4461-a1df-efa0b39338c3,Pinnacle Enterprises,meena.park762@gmail.com,Meena,Park,2026-05-05,3,6,10,207,5,6,0,7,3,3,3,0.5,0.8571428571428571,56,True,684.0,19,2026-05
361,defdabab-c097-4f9e-a57e-4d899cf863ae,Pinnacle Enterprises,mason.miller659@enterprise.com,Mason,Miller,2026-05-05,2,8,8,594,6,2,1,2,1,0,0,1.0,1.1428571428571428,40,True,925.0,19,2026-05
362,e0725ad4-da41-4911-88f7-6e10648dcb42,Pinnacle Enterprises,ava.kim559@business.org,Ava,Kim,2026-05-05,0,4,38,229,2,1,1,0,1,1,1,0.5,0.5714285714285714,14,True,1403.0,19,2026-05
363,f68a686b-e266-4c55-a5e6-fe0fd57d159d,Pinnacle Enterprises,ava.iyer409@gmail.com,Ava,Iyer,2026-05-05,2,2,17,84,4,3,1,3,0,7,19,0.0,0.2857142857142857,37,True,982.0,19,2026-05
364,f20f9463-1cb1-4eda-b826-4baee4dc5594,Pinnacle Enterprises,arun.iyer184@outlook.com,Arun,Iyer,2026-05-05,1,6,6,665,4,4,1,4,0,2,6,0.0,0.8571428571428571,37,True,982.0,19,2026-05
365,a7a040da-ecea-45df-8104-e484f34f31e3,Pinnacle Enterprises,jessica.moore183@enterprise.com,Jessica,Moore,2026-05-05,2,13,25,85,2,2,1,0,3,7,18,0.3,1.8571428571428572,26,True,1194.0,19,2026-05
366,5b285b90-bfbc-46cf-a81f-9cfb3f884af8,Pinnacle Enterprises,logan.chen335@enterprise.com,Logan,Chen,2026-05-05,6,7,20,102,4,2,1,4,5,6,14,0.45454545454545453,1.0,58,True,658.0,19,2026-05
367,19614cc5-1038-4bd4-a139-e601bb9c9907,Pinnacle Enterprises,rahul.lopez26@techcorp.net,Rahul,Lopez,2026-05-05,3,27,83,914,0,9,2,5,0,4,5,0.0,3.857142857142857,50,True,772.0,19,2026-05
368,2045cd43-f2d5-4e67-828b-5075204a2326,Pinnacle Enterprises,mia.moore658@business.org,Mia,Moore,2026-05-05,0,2,24,129,0,5,0,4,0,1,25,0.0,0.2857142857142857,18,True,1336.0,19,2026-05
369,5572ffaa-30ed-476a-b11c-c09a450ee638,Pinnacle Enterprises,arjun.carter728@gmail.com,Arjun,Carter,2026-05-05,1,3,17,293,7,0,1,3,2,0,11,1.0,0.42857142857142855,38,True,967.0,19,2026-05
370,701abd87-b952-46ea-ae00-22b8fbc9e69d,Pinnacle Enterprises,karen.liu360@yahoo.com,Karen,Liu,2026-05-05,1,4,4,237,5,3,0,3,2,1,1,0.6666666666666666,0.5714285714285714,33,True,1062.0,19,2026-05
371,b0eb6090-bcec-4e3d-875a-d1e9ad10147b,Pinnacle Enterprises,patricia.nair723@enterprise.com,Patricia,Nair,2026-05-05,2,2,9,66,5,1,0,6,1,6,6,0.14285714285714285,0.2857142857142857,38,True,967.0,19,2026-05
372,52c22e02-2f00-4c6e-ba67-fd42c76cebcb,Pinnacle Enterprises,mia.harris816@enterprise.com,Mia,Harris,2026-05-05,2,5,5,159,4,3,0,5,0,1,10,0.0,0.7142857142857143,36,True,1004.0,19,2026-05
373,eb366602-000a-46fe-8cbd-aa31836f4fda,Pinnacle Enterprises,rahul.martin167@business.org,Rahul,Martin,2026-05-05,0,10,33,504,3,8,0,6,4,2,9,0.6666666666666666,1.4285714285714286,41,True,909.0,19,2026-05
374,6a4b06fe-fd5f-4110-a76e-b8289039d850,Pinnacle Enterprises,david.martin908@crm.app,David,Martin,2026-05-05,3,6,19,61,6,13,0,7,3,6,10,0.3333333333333333,0.8571428571428571,73,True,439.0,19,2026-05
375,1448b557-c478-47c0-b045-2222e41f4726,Pinnacle Enterprises,ethan.hall386@business.org,Ethan,Hall,2026-05-05,0,7,52,221,7,9,1,7,1,6,6,0.14285714285714285,1.0,59,True,641.0,19,2026-05
376,607e30fa-7b10-4e64-a2de-1db92ebe3d77,Pinnacle Enterprises,mia.anderson142@business.org,Mia,Anderson,2026-05-05,0,0,10,78,3,0,1,0,0,7,12,0.0,0.0,14,True,1403.0,19,2026-05
377,77681a8c-a806-4cc3-8628-d82ec21c0d66,Pinnacle Enterprises,olivia.evans983@startup.ai,Olivia,Evans,2026-05-05,3,10,30,30,10,1,0,0,3,5,5,0.375,1.4285714285714286,47,True,814.0,19,2026-05
378,e9b71640-32be-4eaa-a3ff-6565e47e625d,Pinnacle Enterprises,patricia.joshi289@gmail.com,Patricia,Joshi,2026-05-05,1,2,6,59,2,0,0,1,0,1,8,0.0,0.2857142857142857,12,True,1439.0,19,2026-05
379,6c337b0c-e6e6-442c-a19c-5b807e4e5c71,Pinnacle Enterprises,barbara.carter506@startup.ai,Barbara,Carter,2026-05-05,6,6,60,302,3,12,4,2,4,2,16,0.6666666666666666,0.8571428571428571,85,True,299.0,19,2026-05
380,b7692ea6-3410-4970-b666-8ec0e3a4cc9b,Pinnacle Enterprises,mia.garcia857@startup.ai,Mia,Garcia,2026-05-05,4,12,37,986,8,0,3,3,1,1,1,0.5,1.7142857142857142,62,True,595.0,19,2026-05
381,1c282dbf-1c64-4484-a0e5-bd8db8665a75,Pinnacle Enterprises,joseph.anderson19@techcorp.net,Joseph,Anderson,2026-05-05,1,4,9,180,3,3,0,4,2,1,13,0.6666666666666666,0.5714285714285714,29,True,1137.0,19,2026-05
382,37961925-b419-429b-a8ea-d60e491967e8,Pinnacle Enterprises,olivia.liu354@yahoo.com,Olivia,Liu,2026-05-05,0,5,8,78,4,2,0,6,1,1,1,0.5,0.7142857142857143,29,True,1137.0,19,2026-05
383,219b93fd-2426-4c4c-b845-dad547c86f17,Pinnacle Enterprises,jessica.iyer923@crm.app,Jessica,Iyer,2026-05-05,1,1,17,292,2,1,1,2,3,0,0,1.0,0.14285714285714285,24,True,1222.0,19,2026-05
384,4abb18d1-0562-424c-be57-176c7646c622,Pinnacle Enterprises,isabella.evans429@startup.ai,Isabella,Evans,2026-05-05,5,9,31,496,9,6,2,6,2,3,11,0.4,1.2857142857142858,83,True,326.0,19,2026-05
385,35598f00-0eb3-447d-ba24-577092ada887,Pinnacle Enterprises,william.jackson67@gmail.com,William,Jackson,2026-05-05,0,4,18,124,5,0,1,4,2,1,1,0.6666666666666666,0.5714285714285714,30,True,1117.0,19,2026-05
386,15975d94-96e5-4e1a-bb25-eb282ec4eaf7,Pinnacle Enterprises,lucas.evans547@gmail.com,Lucas,Evans,2026-05-05,5,5,16,572,5,2,0,7,2,6,6,0.25,0.7142857142857143,55,True,697.0,19,2026-05
387,f97d92dc-01bb-4078-b99a-212bbe1e0bee,Pinnacle Enterprises,mason.moore609@gmail.com,Mason,Moore,2026-05-05,2,6,21,219,9,13,3,8,7,5,5,0.5833333333333334,0.8571428571428571,99,True,179.0,19,2026-05
388,8ecfb6dc-abc3-43ee-baf8-59c7d483cedd,Pinnacle Enterprises,sophia.hernandez996@techcorp.net,Sophia,Hernandez,2026-05-05,1,7,22,439,10,3,2,7,5,3,6,0.625,1.0,69,True,492.0,19,2026-05
389,83f3ff40-9d59-4357-9c90-8c0e0b2d6731,Pinnacle Enterprises,richard.sharma681@gmail.com,Richard,Sharma,2026-05-05,1,1,12,141,2,3,0,5,4,2,3,0.6666666666666666,0.14285714285714285,30,True,1117.0,19,2026-05
390,cf4e333a-c114-4bba-9998-ca21af9f6d43,Pinnacle Enterprises,lisa.brown213@company.io,Lisa,Brown,2026-05-05,3,5,6,433,2,4,0,4,2,3,4,0.4,0.7142857142857143,36,True,1004.0,19,2026-05
391,35d3d4af-871c-4f65-8ea3-ce6553b7d495,Pinnacle Enterprises,elijah.campbell774@business.org,Elijah,Campbell,2026-05-05,8,9,37,385,9,14,0,5,4,6,33,0.4,1.2857142857142858,101,True,169.0,19,2026-05
392,c3b265c1-663b-4d16-aa71-977af7571437,Pinnacle Enterprises,michael.mehta351@salesteam.co,Michael,Mehta,2026-05-05,2,17,24,281,5,9,1,5,7,4,19,0.6363636363636364,2.4285714285714284,63,True,585.0,19,2026-05
393,e170a185-a1ab-49c5-b9f8-69356e2d4064,Pinnacle Enterprises,lisa.sharma149@enterprise.com,Lisa,Sharma,2026-05-05,2,6,9,161,4,6,1,0,1,3,6,0.25,0.8571428571428571,38,True,967.0,19,2026-05
394,5788253e-9780-470c-a98f-0a748576b784,Pinnacle Enterprises,sophia.park451@enterprise.com,Sophia,Park,2026-05-05,2,2,13,52,3,0,0,0,1,1,6,0.5,0.2857142857142857,18,True,1336.0,19,2026-05
395,3b554a8a-01a2-4d17-8317-162f6845797f,Pinnacle Enterprises,william.jones333@startup.ai,William,Jones,2026-05-05,5,10,35,577,11,14,3,23,4,4,20,0.5,1.4285714285714286,146,True,18.0,19,2026-05
396,a4a6a233-d071-4aff-b081-394f3c709986,Pinnacle Enterprises,lucas.johnson144@yahoo.com,Lucas,Johnson,2026-05-05,1,8,8,215,9,1,0,8,4,2,2,0.6666666666666666,1.1428571428571428,53,True,725.0,19,2026-05
397,654fb56d-4539-42c0-b5ae-1c98860f6de8,Pinnacle Enterprises,mia.gonzalez770@yahoo.com,Mia,Gonzalez,2026-05-05,5,5,71,393,0,6,2,0,7,5,35,0.5833333333333334,0.7142857142857143,49,True,784.0,19,2026-05
398,dd769894-1afa-471e-8762-bfc6ad9a7c33,Pinnacle Enterprises,mia.hall206@crm.app,Mia,Hall,2026-05-05,4,4,23,896,7,6,2,0,0,5,5,0.0,0.5714285714285714,59,True,641.0,19,2026-05
399,66ef4078-875e-4607-b9e9-72977809f21e,Pinnacle Enterprises,arjun.wilson390@gmail.com,Arjun,Wilson,2026-05-05,3,3,3,247,5,5,1,3,0,0,11,0.0,0.42857142857142855,48,True,799.0,19,2026-05
400,bd18f933-2a1e-4e19-9b8f-74aba3935a6d,Pinnacle Enterprises,vikram.iyer410@yahoo.com,Vikram,Iyer,2026-05-05,4,6,6,242,0,1,0,0,2,4,24,0.3333333333333333,0.8571428571428571,20,True,1297.0,19,2026-05
401,61224a42-73d5-4826-b4db-b7c35bf2c770,Pinnacle Enterprises,sophia.iyer844@outlook.com,Sophia,Iyer,2026-05-05,1,1,13,169,9,5,0,12,4,6,15,0.4,0.14285714285714285,69,True,492.0,19,2026-05
402,efaeac94-20ee-4ef8-8221-a870e69f651c,Quantum Leap Ltd,emma.hernandez162@yahoo.com,Emma,Hernandez,2026-05-05,2,3,3,82,4,0,1,3,0,2,13,0.0,0.42857142857142855,31,True,1101.0,19,2026-05
403,8c32692e-3876-49cd-a274-1092a2561325,Radiant Networks,joseph.hall85@yahoo.com,Joseph,Hall,2026-05-05,0,11,36,325,12,10,0,6,7,0,30,1.0,1.5714285714285714,75,True,413.0,19,2026-05
404,6702f1f8-1a36-4462-81f5-914e4e982115,Radiant Networks,ethan.kumar193@crm.app,Ethan,Kumar,2026-05-05,4,12,22,100,4,1,1,3,0,7,22,0.0,1.7142857142857142,41,True,909.0,19,2026-05
405,c78c4252-28dd-4015-84f4-6be82cf7e5c0,Radiant Networks,linda.liu730@enterprise.com,Linda,Liu,2026-05-05,0,0,2,72,2,1,0,2,0,3,7,0.0,0.0,12,True,1439.0,19,2026-05
406,69192294-b7d8-431a-9404-63ab9e447e5d,Radiant Networks,noah.campbell435@company.io,Noah,Campbell,2026-05-05,1,8,10,118,7,1,0,6,0,5,16,0.0,1.1428571428571428,39,True,944.0,19,2026-05
407,8e87871f-20f8-4f71-b269-b159ec28bfb5,Radiant Networks,joseph.moore144@startup.ai,Joseph,Moore,2026-05-05,0,2,12,248,4,3,0,1,1,2,6,0.3333333333333333,0.2857142857142857,21,True,1276.0,19,2026-05
408,4888d9d9-5291-4e8b-a801-7a6124c90176,Radiant Networks,charles.anderson536@yahoo.com,Charles,Anderson,2026-05-05,1,2,14,100,3,2,1,2,1,2,2,0.3333333333333333,0.2857142857142857,27,True,1177.0,19,2026-05
409,f66da764-ff69-40c7-9a78-666d9ce89c6a,Radiant Networks,lucas.lee892@startup.ai,Lucas,Lee,2026-05-05,0,1,2,15,1,2,1,3,0,1,1,0.0,0.14285714285714285,18,True,1336.0,19,2026-05
410,c152f13d-ba51-44b8-8229-6da3af075850,Radiant Networks,jessica.zhang186@gmail.com,Jessica,Zhang,2026-05-05,5,7,29,268,7,11,2,5,6,5,5,0.5454545454545454,1.0,89,True,263.0,19,2026-05
411,22f76b4e-67e6-497d-8459-87dffd38526f,Radiant Networks,rahul.lopez865@business.org,Rahul,Lopez,2026-05-05,6,13,36,239,6,4,3,5,5,2,14,0.7142857142857143,1.8571428571428572,80,True,362.0,19,2026-05
412,64cdd3b0-c336-4679-90b0-406a2cd812fa,Radiant Networks,mary.davis195@crm.app,Mary,Davis,2026-05-05,1,5,14,255,5,4,1,6,0,1,1,0.0,0.7142857142857143,44,True,856.0,19,2026-05
413,7ff95d6a-5188-4d2f-b1de-d2c9ab0d3c67,Radiant Networks,arun.anderson454@gmail.com,Arun,Anderson,2026-05-05,1,1,11,171,3,4,0,6,2,2,2,0.5,0.14285714285714285,35,True,1025.0,19,2026-05
414,6cfc457b-64c3-4788-a884-d9707112d54c,Silverline Agency,thomas.sharma823@enterprise.com,Thomas,Sharma,2026-05-05,4,7,7,265,7,8,1,3,3,3,18,0.5,1.0,67,True,517.0,19,2026-05
415,3134b9cb-d795-4890-b649-932ee00f7ea2,Silverline Agency,karen.zhang857@gmail.com,Karen,Zhang,2026-05-05,2,2,2,460,4,4,2,0,1,6,15,0.14285714285714285,0.2857142857142857,39,True,944.0,19,2026-05
416,a321d10b-7a30-40ca-9109-3a4dbdf39574,Silverline Agency,logan.mehta318@salesteam.co,Logan,Mehta,2026-05-05,1,1,15,165,2,8,3,2,5,7,29,0.4166666666666667,0.14285714285714285,50,True,772.0,19,2026-05
417,96f33608-5eac-46fe-b589-412c65a0e193,Silverline Agency,linda.shah92@yahoo.com,Linda,Shah,2026-05-05,2,5,60,687,8,12,1,7,8,1,28,0.8888888888888888,0.7142857142857143,83,True,326.0,19,2026-05
418,06ff15fe-d859-4910-8775-3a56802ade02,Silverline Agency,thomas.johnson901@crm.app,Thomas,Johnson,2026-05-05,0,0,10,103,0,2,0,2,0,2,2,0.0,0.0,8,True,1518.0,19,2026-05
419,d1f2731c-30cb-4469-a12d-361299ba0d43,Silverline Agency,arjun.johnson638@gmail.com,Arjun,Johnson,2026-05-05,6,14,27,121,14,3,4,2,6,3,18,0.6666666666666666,2.0,102,True,163.0,19,2026-05
420,7f3b9f63-db3d-46f7-9bad-5f5653e02e94,Silverline Agency,john.kumar61@business.org,John,Kumar,2026-05-05,5,5,42,574,12,6,3,2,4,6,22,0.4,0.7142857142857143,91,True,242.0,19,2026-05
421,3d42b93e-b79c-4fb6-ad58-789135b50187,Silverline Agency,olivia.jackson790@gmail.com,Olivia,Jackson,2026-05-05,3,3,28,55,8,8,0,16,0,3,3,0.0,0.42857142857142855,84,True,312.0,19,2026-05
422,93fd5399-992e-42da-9122-adcedd8e3e1f,Silverline Agency,amelia.wilson508@company.io,Amelia,Wilson,2026-05-05,4,4,4,477,0,2,0,2,1,4,5,0.2,0.5714285714285714,25,True,1208.0,19,2026-05
423,d2dab039-1c24-431a-b552-da8dcda02166,Silverline Agency,mia.moore420@gmail.com,Mia,Moore,2026-05-05,5,6,16,112,1,1,0,1,2,2,2,0.5,0.8571428571428571,29,True,1137.0,19,2026-05
424,f9c64b26-a122-44a5-afbd-548265529342,Silverline Agency,noah.jackson292@crm.app,Noah,Jackson,2026-05-05,2,2,16,464,4,2,1,5,1,3,5,0.25,0.2857142857142857,40,True,925.0,19,2026-05
425,5db03367-35ec-4f8d-bba1-d1ee4c78c4f6,Silverline Agency,arun.williams583@gmail.com,Arun,Williams,2026-05-05,4,4,40,526,2,7,4,8,1,1,10,0.5,0.5714285714285714,73,True,439.0,19,2026-05
426,35bade52-59e9-4788-b597-30efbabdad34,Silverline Agency,suresh.lee548@gmail.com,Suresh,Lee,2026-05-05,0,11,11,163,9,8,0,0,5,7,26,0.4166666666666667,1.5714285714285714,48,True,799.0,19,2026-05
427,4a7cc836-d0ab-456d-b2be-e7fb295712b0,Silverline Agency,sarah.harris503@crm.app,Sarah,Harris,2026-05-05,3,4,5,173,6,2,0,0,1,5,5,0.16666666666666666,0.5714285714285714,35,True,1025.0,19,2026-05
428,89143b97-a586-4662-aff0-e5a3ee23c624,Silverline Agency,elijah.kumar214@startup.ai,Elijah,Kumar,2026-05-05,4,4,16,229,10,5,1,13,2,7,8,0.2222222222222222,0.5714285714285714,89,True,263.0,19,2026-05
429,af950a4b-9347-48a4-9fad-43155967b60b,Silverline Agency,sophia.iyer53@company.io,Sophia,Iyer,2026-05-05,1,3,4,195,5,3,0,2,0,1,3,0.0,0.42857142857142855,29,True,1137.0,19,2026-05
430,e3e8ae73-3e95-48cc-a2e1-8c3c66d46fe0,Silverline Agency,jennifer.johnson9@gmail.com,Jennifer,Johnson,2026-05-05,4,5,5,61,2,1,0,3,2,2,2,0.5,0.7142857142857143,32,True,1077.0,19,2026-05
431,3b71ce5e-79b5-48d6-87e3-6be40decbe6a,Silverline Agency,oliver.thomas117@outlook.com,Oliver,Thomas,2026-05-05,1,1,27,440,2,11,0,2,5,3,6,0.625,0.14285714285714285,41,True,909.0,19,2026-05
432,6b37ab6f-12f8-4d98-a1b2-282795e04c2d,Silverline Agency,charles.garcia364@crm.app,Charles,Garcia,2026-05-05,4,7,31,490,14,13,2,1,8,5,8,0.6153846153846154,1.0,104,True,149.0,19,2026-05
433,5b1dde33-7cee-4006-8212-db4e50681986,Silverline Agency,john.rodriguez893@crm.app,John,Rodriguez,2026-05-05,0,0,4,82,2,1,0,3,0,1,1,0.0,0.0,14,True,1403.0,19,2026-05
434,61f41fd2-cd6b-403a-bd2f-4c5797e4e4ef,Silverline Agency,mary.rodriguez826@yahoo.com,Mary,Rodriguez,2026-05-05,0,0,20,327,6,5,0,9,0,1,2,0.0,0.0,46,True,831.0,19,2026-05
435,32c8c9f1-a0cd-4664-bd1d-2ee489e5a4f4,Silverline Agency,jennifer.garcia4@startup.ai,Jennifer,Garcia,2026-05-05,2,9,15,94,17,9,1,22,2,3,7,0.4,1.2857142857142858,128,True,50.0,19,2026-05
436,25743c0a-c4a5-419a-896b-67b28222b41b,Silverline Agency,deepa.carter857@crm.app,Deepa,Carter,2026-05-05,3,7,30,224,5,5,0,9,0,7,12,0.0,1.0,55,True,697.0,19,2026-05
437,91776a2e-9360-4c4f-896a-ad4e33c9936c,Silverline Agency,charlotte.garcia327@crm.app,Charlotte,Garcia,2026-05-05,3,6,15,512,5,0,2,3,7,6,7,0.5384615384615384,0.8571428571428571,50,True,772.0,19,2026-05
438,b8916d95-1e3e-4e0a-b9c0-da054ff2d0e3,Silverline Agency,kavya.mehta157@outlook.com,Kavya,Mehta,2026-05-05,4,18,38,185,10,3,0,7,6,7,18,0.46153846153846156,2.5714285714285716,72,True,455.0,19,2026-05
439,627229c0-b745-4981-bc15-07e7349bff45,Silverline Agency,meena.hernandez500@gmail.com,Meena,Hernandez,2026-05-05,2,4,7,46,6,4,0,9,2,1,1,0.6666666666666666,0.5714285714285714,54,True,711.0,19,2026-05
